date,rain,tmax,tmin
15-05-1951,0,38.65999985,24.43000031
16-05-1951,0,39.59000015,25.52000046
17-05-1951,0,40.04000092,25.54000092
18-05-1951,0,42.45000076,26.54000092
19-05-1951,0,42.81000137,25.44000053
20-05-1951,0,41.90999985,24.51000023
21-05-1951,0,40.47000122,24.22999954
22-05-1951,3.906174183,39.45000076,25.29999924
23-05-1951,0,39.93000031,25.98999977
24-05-1951,2.808934212,39.93000031,26.73999977
25-05-1951,0,40.56999969,27
26-05-1951,0,40.40999985,27.28000069
27-05-1951,11.1479578,39.54000092,26.42000008
28-05-1951,0,39.27999878,25
29-05-1951,0,39.04000092,24.88999939
30-05-1951,3.335609674,38.20000076,26.06999969
31-05-1951,0,38.13000107,24.39999962
01-06-1951,0,36.31000137,25.45000076
02-06-1951,13.5214386,36.36999893,22.82999992
03-06-1951,0,36.65000153,25.65999985
04-06-1951,0,38.86000061,26.36000061
05-06-1951,0,40.31999969,27.02000046
06-06-1951,0,40.66999817,26.54999924
07-06-1951,0,38.31999969,27.81999969
08-06-1951,0,38.22000122,27.03000069
09-06-1951,0,38.5,27.38999939
10-06-1951,0.385260612,38.02000046,27.95999908
11-06-1951,0.763468981,39.11000061,27.63999939
12-06-1951,0,40.04999924,27.36000061
13-06-1951,0,36.77999878,26.18000031
14-06-1951,3.567801714,35.70999908,25.78000069
15-06-1951,1.651344657,33.63000107,25.04999924
16-06-1951,0,34.58000183,24.92000008
17-06-1951,0,36.50999832,25.56999969
18-06-1951,0,36.18999863,25.57999992
19-06-1951,0.210661441,36.06000137,25.87000084
20-06-1951,0,36.59999847,25.52000046
21-06-1951,0.30755496,36.63000107,25.32999992
22-06-1951,0.56814748,36.54999924,26.36000061
23-06-1951,0.114906237,36.93000031,25.92000008
24-06-1951,0.683053792,36.31999969,26.45999908
25-06-1951,0,36.24000168,26.60000038
26-06-1951,3.192640781,36.66999817,26.89999962
27-06-1951,3.278265476,35.36000061,25.44000053
28-06-1951,0.823742867,31.97999954,25.02000046
29-06-1951,1.170342207,32.77999878,25.23999977
30-06-1951,0.160730332,33.09999847,25.22999954
01-07-1951,0,31.5,24.01000023
02-07-1951,0,31.82999992,24.11000061
03-07-1951,0.510708809,32.22000122,24.23999977
04-07-1951,0,33.79000092,24.54000092
05-07-1951,0,33.90999985,24.14999962
06-07-1951,0.146824643,34.95000076,25.40999985
07-07-1951,8.679437637,35.16999817,24.70999908
08-07-1951,0,35.79999924,25.18000031
09-07-1951,1.635022879,37.06999969,23.03000069
10-07-1951,0,34.29999924,25.75
11-07-1951,0,37.45999908,26.10000038
12-07-1951,0,35.04999924,25.35000038
13-07-1951,0,34.72000122,24.98999977
14-07-1951,0,33.36999893,24.62999916
15-07-1951,6.671219349,33.97000122,24.98999977
16-07-1951,3.00438714,34.91999817,25.92000008
17-07-1951,0.361643195,34.79000092,24.68000031
18-07-1951,5.164144039,33.43999863,25.46999931
19-07-1951,0.191510394,33.86999893,25.26000023
20-07-1951,1.407907367,33.08000183,24.46999931
21-07-1951,0.502282202,33.15000153,25.34000015
22-07-1951,0,34.41999817,25.67000008
23-07-1951,0.261186749,35.27000046,25.43000031
24-07-1951,0.274498254,35.56999969,24.79999924
25-07-1951,11.14543247,35.06000137,24.77000046
26-07-1951,30.38470078,34.18999863,24.54999924
27-07-1951,24.37984848,29.55999947,23.73999977
28-07-1951,23.23646736,30.02000046,23.57999992
29-07-1951,23.22812462,29.5,23.80999947
30-07-1951,4.47673893,30.47999954,24.17000008
31-07-1951,0,30.70000076,24.43000031
01-08-1951,1.126146317,30.45000076,24.45999908
02-08-1951,0,30.80999947,24.20000076
03-08-1951,0.401825786,31.42000008,24.19000053
04-08-1951,0,31.64999962,24.39999962
05-08-1951,0,31.75,24.27000046
06-08-1951,0,30.88999939,24.09000015
07-08-1951,1.557531714,31.36000061,24.52000046
08-08-1951,8.04368782,29.37000084,24.57999992
09-08-1951,40.28922653,28.67000008,23.98999977
10-08-1951,25.0163784,28.40999985,23.75
11-08-1951,2.452715874,29.34000015,23.32999992
12-08-1951,5.575312614,29.67000008,23.37999916
13-08-1951,11.0653677,30.11000061,23.62000084
14-08-1951,15.77125263,29.36000061,23.65999985
15-08-1951,7.654780865,28.64999962,23.63999939
16-08-1951,1.843586326,29.26000023,23.42000008
17-08-1951,3.562251091,29.79999924,23.48999977
18-08-1951,3.799527884,27.84000015,23.03000069
19-08-1951,0.160730332,29.73999977,23.79999924
20-08-1951,0.602738738,30.54000092,23.87999916
21-08-1951,0,31.04000092,23.64999962
22-08-1951,0,30.05999947,23.79999924
23-08-1951,0,29.87000084,22.97999954
24-08-1951,0,30.62999916,24.06999969
25-08-1951,0,31.23999977,24.15999985
26-08-1951,0,31.51000023,23.37000084
27-08-1951,0,31.56999969,22.65999985
28-08-1951,0,31.63999939,22.59000015
29-08-1951,0,31.88999939,22.54999924
30-08-1951,0,31.45000076,22.40999985
31-08-1951,0,32.00999832,22.82999992
01-09-1951,0,32.63999939,22.69000053
02-09-1951,0,33.25,23.12000084
03-09-1951,0,33.59000015,24.31999969
04-09-1951,0,34.16999817,24.12000084
05-09-1951,0,34.15999985,23.64999962
06-09-1951,0,34.47000122,23.26000023
07-09-1951,0,33.04999924,23.34000015
08-09-1951,0,34.38999939,23.87000084
09-09-1951,0,34.81000137,23.44000053
10-09-1951,0,33.72999954,23.79999924
11-09-1951,0,32.43999863,23.39999962
12-09-1951,0,32.77999878,23.29000092
13-09-1951,0,32.49000168,22.79000092
14-09-1951,0,33.15000153,23.03000069
15-09-1951,0,33,23.37000084
16-09-1951,0,34.27999878,22.82999992
17-09-1951,0,32.99000168,22.28000069
18-09-1951,0,32.95000076,22.40999985
19-09-1951,0,32.18000031,21.82999992
20-09-1951,0,32.97000122,21.80999947
21-09-1951,0,34.43000031,22.26000023
22-09-1951,0,35.18999863,23.09000015
23-09-1951,0,37.04999924,23.96999931
24-09-1951,0,37.83000183,24.46999931
25-09-1951,0,38.08000183,25.03000069
26-09-1951,0,38.56999969,24.44000053
27-09-1951,0,38.66999817,23.98999977
28-09-1951,0,38.93000031,24.48999977
29-09-1951,0,39.83000183,24.59000015
30-09-1951,0,39.38000107,24.30999947
01-10-1951,0,37.36000061,24.11000061
02-10-1951,0,36.11999893,23.92000008
03-10-1951,0,36.72999954,23.68000031
04-10-1951,0,37.83000183,24.29999924
05-10-1951,0,37.45999908,23.43000031
06-10-1951,0,36.40999985,22.86000061
07-10-1951,0,35.40000153,22.25
08-10-1951,0,35.86999893,22.20999908
09-10-1951,0,36.63000107,22.39999962
10-10-1951,0,37.06999969,21.87000084
11-10-1951,0,37.59000015,22.69000053
12-10-1951,0,38.72999954,22.60000038
13-10-1951,0,39.18000031,22.55999947
14-10-1951,0,37.91999817,23.52000046
15-10-1951,0,37.65999985,23.46999931
16-10-1951,0,37.22000122,23.44000053
