date,centre,price,msp
21-01-2013,MUMBAI,2350,1400
21-01-2013,BENGALURU,1900,1400
21-01-2013,CHENNAI,2400,1400
21-01-2013,HYDERABAD,2700,1400
22-01-2013,DELHI,1780,1400
22-01-2013,AHMEDABAD,1300,1400
22-01-2013,MUMBAI,2350,1400
22-01-2013,BENGALURU,1900,1400
22-01-2013,CHENNAI,2400,1400
22-01-2013,HYDERABAD,2700,1400
23-01-2013,DELHI,1780,1400
23-01-2013,AHMEDABAD,1300,1400
23-01-2013,MUMBAI,2350,1400
23-01-2013,BENGALURU,1900,1400
23-01-2013,CHENNAI,2400,1400
23-01-2013,HYDERABAD,2700,1400
24-01-2013,DELHI,1780,1400
24-01-2013,AHMEDABAD,1300,1400
24-01-2013,MUMBAI,2350,1400
24-01-2013,BENGALURU,1900,1400
24-01-2013,CHENNAI,2400,1400
24-01-2013,HYDERABAD,2700,1400
28-01-2013,DELHI,1780,1400
28-01-2013,AHMEDABAD,1300,1400
28-01-2013,MUMBAI,2350,1400
28-01-2013,BENGALURU,1900,1400
28-01-2013,CHENNAI,2400,1400
28-01-2013,HYDERABAD,2700,1400
30-01-2013,DELHI,1780,1400
30-01-2013,AHMEDABAD,1300,1400
30-01-2013,MUMBAI,2350,1400
30-01-2013,BENGALURU,1900,1400
30-01-2013,CHENNAI,2400,1400
30-01-2013,HYDERABAD,2700,1400
31-01-2013,DELHI,1780,1400
31-01-2013,AHMEDABAD,1300,1400
31-01-2013,MUMBAI,2350,1400
31-01-2013,CHENNAI,2400,1400
31-01-2013,HYDERABAD,2700,1400
01-02-2013,DELHI,1790,1400
01-02-2013,AHMEDABAD,1300,1400
01-02-2013,MUMBAI,2350,1400
01-02-2013,BENGALURU,2000,1400
01-02-2013,CHENNAI,2400,1400
01-02-2013,HYDERABAD,2700,1400
04-02-2013,DELHI,1790,1400
04-02-2013,AHMEDABAD,1300,1400
04-02-2013,MUMBAI,2350,1400
04-02-2013,BENGALURU,2000,1400
04-02-2013,CHENNAI,2400,1400
04-02-2013,HYDERABAD,2700,1400
05-02-2013,DELHI,1790,1400
05-02-2013,AHMEDABAD,1300,1400
05-02-2013,MUMBAI,2350,1400
05-02-2013,BENGALURU,2000,1400
05-02-2013,CHENNAI,2600,1400
05-02-2013,HYDERABAD,2700,1400
06-02-2013,DELHI,1790,1400
06-02-2013,AHMEDABAD,1300,1400
06-02-2013,MUMBAI,2350,1400
06-02-2013,BENGALURU,2000,1400
06-02-2013,CHENNAI,2600,1400
06-02-2013,HYDERABAD,2700,1400
07-02-2013,DELHI,1790,1400
07-02-2013,AHMEDABAD,1300,1400
07-02-2013,MUMBAI,2350,1400
07-02-2013,BENGALURU,2000,1400
07-02-2013,CHENNAI,2600,1400
07-02-2013,HYDERABAD,2700,1400
08-02-2013,DELHI,1790,1400
08-02-2013,AHMEDABAD,1300,1400
08-02-2013,MUMBAI,2350,1400
08-02-2013,BENGALURU,2000,1400
08-02-2013,CHENNAI,2600,1400
08-02-2013,HYDERABAD,2700,1400
11-02-2013,DELHI,1790,1400
11-02-2013,AHMEDABAD,1300,1400
11-02-2013,MUMBAI,2350,1400
11-02-2013,BENGALURU,2000,1400
11-02-2013,CHENNAI,2600,1400
11-02-2013,HYDERABAD,2700,1400
12-02-2013,DELHI,1790,1400
12-02-2013,AHMEDABAD,1300,1400
12-02-2013,MUMBAI,2350,1400
12-02-2013,BENGALURU,2000,1400
12-02-2013,CHENNAI,2600,1400
12-02-2013,HYDERABAD,2700,1400
13-02-2013,DELHI,1790,1400
13-02-2013,AHMEDABAD,1300,1400
13-02-2013,MUMBAI,2350,1400
13-02-2013,BENGALURU,2000,1400
13-02-2013,CHENNAI,2600,1400
13-02-2013,HYDERABAD,2700,1400
14-02-2013,DELHI,1790,1400
14-02-2013,AHMEDABAD,1300,1400
14-02-2013,MUMBAI,2350,1400
14-02-2013,BENGALURU,2000,1400
14-02-2013,CHENNAI,2600,1400
14-02-2013,HYDERABAD,2700,1400
15-02-2013,DELHI,1790,1400
15-02-2013,AHMEDABAD,1300,1400
15-02-2013,MUMBAI,2350,1400
15-02-2013,BENGALURU,2000,1400
15-02-2013,CHENNAI,2500,1400
15-02-2013,HYDERABAD,2700,1400
18-02-2013,DELHI,1790,1400
18-02-2013,AHMEDABAD,1300,1400
18-02-2013,MUMBAI,2350,1400
18-02-2013,CHENNAI,2500,1400
18-02-2013,HYDERABAD,2700,1400
19-02-2013,DELHI,1790,1400
19-02-2013,AHMEDABAD,1300,1400
19-02-2013,BENGALURU,2000,1400
19-02-2013,CHENNAI,2500,1400
19-02-2013,HYDERABAD,2700,1400
20-02-2013,DELHI,1790,1400
20-02-2013,AHMEDABAD,1300,1400
20-02-2013,MUMBAI,2350,1400
20-02-2013,BENGALURU,2000,1400
20-02-2013,CHENNAI,2500,1400
20-02-2013,HYDERABAD,2700,1400
21-02-2013,DELHI,1750,1400
21-02-2013,AHMEDABAD,1300,1400
21-02-2013,MUMBAI,2350,1400
21-02-2013,BENGALURU,2000,1400
21-02-2013,CHENNAI,2500,1400
21-02-2013,HYDERABAD,2700,1400
22-02-2013,DELHI,1750,1400
22-02-2013,AHMEDABAD,1300,1400
22-02-2013,MUMBAI,2350,1400
22-02-2013,BENGALURU,2000,1400
22-02-2013,CHENNAI,2500,1400
22-02-2013,HYDERABAD,2700,1400
25-02-2013,DELHI,1750,1400
25-02-2013,AHMEDABAD,1300,1400
25-02-2013,MUMBAI,2350,1400
25-02-2013,CHENNAI,2500,1400
25-02-2013,HYDERABAD,2700,1400
26-02-2013,DELHI,1750,1400
26-02-2013,AHMEDABAD,1300,1400
26-02-2013,MUMBAI,2350,1400
26-02-2013,BENGALURU,2000,1400
26-02-2013,CHENNAI,2500,1400
26-02-2013,HYDERABAD,2700,1400
27-02-2013,DELHI,1750,1400
27-02-2013,AHMEDABAD,1300,1400
27-02-2013,MUMBAI,2350,1400
27-02-2013,BENGALURU,2000,1400
27-02-2013,CHENNAI,2500,1400
27-02-2013,HYDERABAD,2700,1400
28-02-2013,DELHI,1750,1400
28-02-2013,AHMEDABAD,1300,1400
28-02-2013,MUMBAI,2350,1400
28-02-2013,BENGALURU,2000,1400
28-02-2013,CHENNAI,2500,1400
28-02-2013,HYDERABAD,2700,1400
01-03-2013,DELHI,1750,1400
01-03-2013,AHMEDABAD,1300,1400
01-03-2013,MUMBAI,2350,1400
01-03-2013,BENGALURU,2000,1400
01-03-2013,CHENNAI,2500,1400
01-03-2013,HYDERABAD,2700,1400
04-03-2013,DELHI,1750,1400
04-03-2013,AHMEDABAD,1300,1400
04-03-2013,MUMBAI,2350,1400
04-03-2013,CHENNAI,2500,1400
04-03-2013,HYDERABAD,2700,1400
05-03-2013,DELHI,1750,1400
05-03-2013,AHMEDABAD,1300,1400
05-03-2013,MUMBAI,2350,1400
05-03-2013,CHENNAI,2500,1400
05-03-2013,HYDERABAD,2700,1400
06-03-2013,DELHI,1750,1400
06-03-2013,AHMEDABAD,1300,1400
06-03-2013,MUMBAI,2350,1400
06-03-2013,CHENNAI,2500,1400
06-03-2013,HYDERABAD,2700,1400
07-03-2013,DELHI,1750,1400
07-03-2013,AHMEDABAD,1300,1400
07-03-2013,MUMBAI,2350,1400
07-03-2013,BENGALURU,2000,1400
07-03-2013,CHENNAI,2400,1400
07-03-2013,HYDERABAD,2700,1400
08-03-2013,DELHI,1750,1400
08-03-2013,AHMEDABAD,1300,1400
08-03-2013,MUMBAI,2350,1400
08-03-2013,BENGALURU,2000,1400
08-03-2013,CHENNAI,2400,1400
08-03-2013,HYDERABAD,2700,1400
11-03-2013,DELHI,1780,1400
11-03-2013,AHMEDABAD,1300,1400
11-03-2013,MUMBAI,2350,1400
11-03-2013,BENGALURU,2000,1400
11-03-2013,CHENNAI,2500,1400
11-03-2013,HYDERABAD,2700,1400
12-03-2013,DELHI,1780,1400
12-03-2013,AHMEDABAD,1300,1400
12-03-2013,MUMBAI,2350,1400
12-03-2013,BENGALURU,2000,1400
12-03-2013,CHENNAI,2500,1400
12-03-2013,HYDERABAD,2700,1400
13-03-2013,DELHI,1780,1400
13-03-2013,AHMEDABAD,1300,1400
13-03-2013,MUMBAI,2350,1400
13-03-2013,BENGALURU,2000,1400
13-03-2013,CHENNAI,2500,1400
13-03-2013,HYDERABAD,2700,1400
14-03-2013,DELHI,1780,1400
14-03-2013,AHMEDABAD,1300,1400
14-03-2013,MUMBAI,2350,1400
14-03-2013,BENGALURU,2000,1400
14-03-2013,CHENNAI,2500,1400
14-03-2013,HYDERABAD,2700,1400
15-03-2013,DELHI,1780,1400
15-03-2013,AHMEDABAD,1300,1400
15-03-2013,MUMBAI,2350,1400
15-03-2013,BENGALURU,2000,1400
15-03-2013,CHENNAI,2500,1400
15-03-2013,HYDERABAD,2700,1400
18-03-2013,DELHI,1780,1400
18-03-2013,MUMBAI,2350,1400
18-03-2013,BENGALURU,2000,1400
18-03-2013,CHENNAI,2500,1400
18-03-2013,HYDERABAD,2700,1400
19-03-2013,DELHI,1780,1400
19-03-2013,AHMEDABAD,1300,1400
19-03-2013,MUMBAI,2350,1400
19-03-2013,BENGALURU,2000,1400
19-03-2013,CHENNAI,2500,1400
19-03-2013,HYDERABAD,2700,1400
20-03-2013,DELHI,1780,1400
20-03-2013,AHMEDABAD,1300,1400
20-03-2013,MUMBAI,2350,1400
20-03-2013,BENGALURU,2000,1400
20-03-2013,CHENNAI,2300,1400
20-03-2013,HYDERABAD,2700,1400
21-03-2013,DELHI,1780,1400
21-03-2013,AHMEDABAD,1300,1400
21-03-2013,MUMBAI,2350,1400
21-03-2013,BENGALURU,2000,1400
21-03-2013,CHENNAI,2300,1400
21-03-2013,HYDERABAD,2600,1400
22-03-2013,DELHI,1780,1400
22-03-2013,AHMEDABAD,1300,1400
22-03-2013,MUMBAI,2350,1400
22-03-2013,BENGALURU,2000,1400
22-03-2013,CHENNAI,2300,1400
22-03-2013,HYDERABAD,2600,1400
25-03-2013,DELHI,1780,1400
25-03-2013,AHMEDABAD,1300,1400
25-03-2013,MUMBAI,2350,1400
25-03-2013,BENGALURU,2000,1400
25-03-2013,CHENNAI,2300,1400
25-03-2013,HYDERABAD,2600,1400
26-03-2013,DELHI,1780,1400
26-03-2013,AHMEDABAD,1500,1400
26-03-2013,MUMBAI,2350,1400
26-03-2013,BENGALURU,2000,1400
26-03-2013,CHENNAI,2300,1400
26-03-2013,HYDERABAD,2600,1400
28-03-2013,DELHI,1780,1400
28-03-2013,AHMEDABAD,1500,1400
28-03-2013,MUMBAI,2350,1400
28-03-2013,BENGALURU,2000,1400
28-03-2013,CHENNAI,2300,1400
28-03-2013,HYDERABAD,2600,1400
01-04-2013,DELHI,1780,1400
01-04-2013,AHMEDABAD,1650,1400
01-04-2013,MUMBAI,2350,1400
01-04-2013,BENGALURU,2000,1400
01-04-2013,CHENNAI,2200,1400
01-04-2013,HYDERABAD,2600,1400
02-04-2013,DELHI,1780,1400
02-04-2013,AHMEDABAD,1650,1400
02-04-2013,MUMBAI,2350,1400
02-04-2013,BENGALURU,2000,1400
02-04-2013,CHENNAI,2200,1400
02-04-2013,HYDERABAD,2600,1400
03-04-2013,DELHI,1780,1400
03-04-2013,AHMEDABAD,1650,1400
03-04-2013,MUMBAI,2350,1400
03-04-2013,BENGALURU,2000,1400
03-04-2013,CHENNAI,2200,1400
03-04-2013,HYDERABAD,2600,1400
04-04-2013,DELHI,1780,1400
04-04-2013,AHMEDABAD,1650,1400
04-04-2013,MUMBAI,2350,1400
04-04-2013,BENGALURU,2000,1400
04-04-2013,CHENNAI,2200,1400
04-04-2013,HYDERABAD,2600,1400
05-04-2013,DELHI,1780,1400
05-04-2013,AHMEDABAD,1650,1400
05-04-2013,MUMBAI,2350,1400
05-04-2013,CHENNAI,2200,1400
08-04-2013,DELHI,1780,1400
08-04-2013,AHMEDABAD,1650,1400
08-04-2013,MUMBAI,2350,1400
08-04-2013,BENGALURU,2000,1400
08-04-2013,CHENNAI,2200,1400
08-04-2013,HYDERABAD,2600,1400
09-04-2013,DELHI,1780,1400
09-04-2013,AHMEDABAD,1650,1400
09-04-2013,MUMBAI,2350,1400
09-04-2013,BENGALURU,2000,1400
09-04-2013,CHENNAI,2200,1400
09-04-2013,HYDERABAD,2400,1400
10-04-2013,DELHI,1780,1400
10-04-2013,AHMEDABAD,1650,1400
10-04-2013,MUMBAI,2350,1400
10-04-2013,BENGALURU,2000,1400
10-04-2013,CHENNAI,2200,1400
10-04-2013,HYDERABAD,2400,1400
11-04-2013,DELHI,1780,1400
12-04-2013,DELHI,1780,1400
12-04-2013,AHMEDABAD,1650,1400
12-04-2013,MUMBAI,2350,1400
12-04-2013,BENGALURU,2000,1400
12-04-2013,CHENNAI,2200,1400
12-04-2013,HYDERABAD,2400,1400
15-04-2013,DELHI,1780,1400
15-04-2013,AHMEDABAD,1650,1400
15-04-2013,MUMBAI,2350,1400
15-04-2013,BENGALURU,2000,1400
15-04-2013,CHENNAI,2200,1400
15-04-2013,HYDERABAD,2400,1400
16-04-2013,DELHI,1780,1400
16-04-2013,AHMEDABAD,1650,1400
16-04-2013,MUMBAI,2350,1400
16-04-2013,CHENNAI,2200,1400
16-04-2013,HYDERABAD,2400,1400
17-04-2013,DELHI,1780,1400
17-04-2013,AHMEDABAD,1650,1400
17-04-2013,MUMBAI,2350,1400
17-04-2013,BENGALURU,2000,1400
17-04-2013,CHENNAI,2200,1400
17-04-2013,HYDERABAD,2400,1400
18-04-2013,DELHI,1780,1400
18-04-2013,AHMEDABAD,1650,1400
18-04-2013,MUMBAI,2300,1400
18-04-2013,BENGALURU,2000,1400
18-04-2013,CHENNAI,2200,1400
18-04-2013,HYDERABAD,2400,1400
22-04-2013,DELHI,1780,1400
22-04-2013,MUMBAI,2300,1400
22-04-2013,BENGALURU,2000,1400
22-04-2013,CHENNAI,2200,1400
22-04-2013,HYDERABAD,2400,1400
23-04-2013,DELHI,1720,1400
23-04-2013,MUMBAI,2300,1400
23-04-2013,CHENNAI,2200,1400
23-04-2013,HYDERABAD,2400,1400
25-04-2013,DELHI,1720,1400
25-04-2013,AHMEDABAD,1650,1400
25-04-2013,MUMBAI,2300,1400
25-04-2013,BENGALURU,2000,1400
25-04-2013,CHENNAI,2200,1400
25-04-2013,HYDERABAD,2400,1400
26-04-2013,DELHI,1720,1400
26-04-2013,AHMEDABAD,1650,1400
26-04-2013,MUMBAI,2300,1400
26-04-2013,BENGALURU,2000,1400
26-04-2013,CHENNAI,2200,1400
26-04-2013,HYDERABAD,2400,1400
29-04-2013,DELHI,1700,1400
29-04-2013,AHMEDABAD,1650,1400
29-04-2013,MUMBAI,2300,1400
29-04-2013,BENGALURU,2000,1400
29-04-2013,CHENNAI,2200,1400
29-04-2013,HYDERABAD,2400,1400
30-04-2013,DELHI,1630,1400
30-04-2013,AHMEDABAD,1650,1400
30-04-2013,MUMBAI,2300,1400
30-04-2013,BENGALURU,2000,1400
30-04-2013,CHENNAI,2200,1400
30-04-2013,HYDERABAD,2400,1400
01-05-2013,DELHI,1630,1400
01-05-2013,AHMEDABAD,1650,1400
01-05-2013,HYDERABAD,2400,1400
02-05-2013,DELHI,1630,1400
02-05-2013,AHMEDABAD,1650,1400
02-05-2013,MUMBAI,2300,1400
02-05-2013,BENGALURU,2000,1400
02-05-2013,CHENNAI,2200,1400
02-05-2013,HYDERABAD,2400,1400
03-05-2013,DELHI,1630,1400
03-05-2013,AHMEDABAD,1650,1400
03-05-2013,MUMBAI,2300,1400
03-05-2013,BENGALURU,2000,1400
03-05-2013,CHENNAI,2200,1400
03-05-2013,HYDERABAD,2400,1400
06-05-2013,DELHI,1590,1400
06-05-2013,AHMEDABAD,1650,1400
06-05-2013,MUMBAI,2300,1400
06-05-2013,BENGALURU,2000,1400
06-05-2013,CHENNAI,2200,1400
06-05-2013,HYDERABAD,2400,1400
07-05-2013,DELHI,1540,1400
07-05-2013,AHMEDABAD,1650,1400
07-05-2013,MUMBAI,2300,1400
07-05-2013,BENGALURU,2000,1400
07-05-2013,CHENNAI,2200,1400
07-05-2013,HYDERABAD,2400,1400
08-05-2013,DELHI,1540,1400
08-05-2013,AHMEDABAD,1650,1400
08-05-2013,MUMBAI,2300,1400
08-05-2013,CHENNAI,2400,1400
08-05-2013,HYDERABAD,2400,1400
09-05-2013,DELHI,1510,1400
09-05-2013,AHMEDABAD,1650,1400
09-05-2013,MUMBAI,2300,1400
09-05-2013,BENGALURU,1900,1400
09-05-2013,CHENNAI,2400,1400
09-05-2013,HYDERABAD,2400,1400
10-05-2013,DELHI,1510,1400
10-05-2013,AHMEDABAD,1650,1400
10-05-2013,MUMBAI,2300,1400
10-05-2013,BENGALURU,1900,1400
10-05-2013,CHENNAI,2400,1400
10-05-2013,HYDERABAD,2400,1400
13-05-2013,DELHI,1490,1400
13-05-2013,AHMEDABAD,1650,1400
13-05-2013,MUMBAI,2300,1400
13-05-2013,CHENNAI,2400,1400
13-05-2013,HYDERABAD,2400,1400
14-05-2013,DELHI,1490,1400
14-05-2013,AHMEDABAD,1650,1400
14-05-2013,MUMBAI,2300,1400
14-05-2013,BENGALURU,1900,1400
14-05-2013,CHENNAI,2400,1400
14-05-2013,HYDERABAD,2400,1400
15-05-2013,DELHI,1490,1400
15-05-2013,AHMEDABAD,1650,1400
15-05-2013,MUMBAI,2300,1400
15-05-2013,CHENNAI,2400,1400
15-05-2013,HYDERABAD,2400,1400
16-05-2013,DELHI,1490,1400
16-05-2013,MUMBAI,2300,1400
16-05-2013,CHENNAI,2400,1400
16-05-2013,HYDERABAD,2400,1400
17-05-2013,DELHI,1490,1400
17-05-2013,MUMBAI,2300,1400
17-05-2013,BENGALURU,1900,1400
17-05-2013,CHENNAI,2400,1400
17-05-2013,HYDERABAD,2400,1400
20-05-2013,DELHI,1520,1400
20-05-2013,MUMBAI,2300,1400
20-05-2013,BENGALURU,1900,1400
20-05-2013,CHENNAI,2400,1400
20-05-2013,HYDERABAD,2400,1400
21-05-2013,DELHI,1520,1400
21-05-2013,AHMEDABAD,1650,1400
21-05-2013,MUMBAI,2300,1400
21-05-2013,BENGALURU,1900,1400
21-05-2013,CHENNAI,2400,1400
21-05-2013,HYDERABAD,2400,1400
22-05-2013,DELHI,1520,1400
22-05-2013,AHMEDABAD,1650,1400
22-05-2013,MUMBAI,2300,1400
22-05-2013,BENGALURU,1900,1400
22-05-2013,CHENNAI,2400,1400
22-05-2013,HYDERABAD,2400,1400
23-05-2013,DELHI,1520,1400
23-05-2013,AHMEDABAD,1650,1400
23-05-2013,MUMBAI,2300,1400
23-05-2013,BENGALURU,1900,1400
23-05-2013,CHENNAI,2400,1400
23-05-2013,HYDERABAD,2400,1400
24-05-2013,DELHI,1520,1400
24-05-2013,AHMEDABAD,1650,1400
24-05-2013,MUMBAI,2300,1400
24-05-2013,BENGALURU,1900,1400
24-05-2013,CHENNAI,2400,1400
24-05-2013,HYDERABAD,2400,1400
27-05-2013,DELHI,1560,1400
27-05-2013,AHMEDABAD,1650,1400
27-05-2013,MUMBAI,2300,1400
27-05-2013,BENGALURU,1900,1400
27-05-2013,CHENNAI,2400,1400
27-05-2013,HYDERABAD,2400,1400
28-05-2013,DELHI,1560,1400
28-05-2013,AHMEDABAD,1650,1400
28-05-2013,MUMBAI,2300,1400
28-05-2013,BENGALURU,1900,1400
28-05-2013,CHENNAI,2400,1400
28-05-2013,HYDERABAD,2400,1400
29-05-2013,DELHI,1560,1400
29-05-2013,AHMEDABAD,1650,1400
29-05-2013,MUMBAI,2300,1400
29-05-2013,BENGALURU,1900,1400
29-05-2013,CHENNAI,2400,1400
29-05-2013,HYDERABAD,2400,1400
30-05-2013,DELHI,1580,1400
30-05-2013,AHMEDABAD,1650,1400
30-05-2013,MUMBAI,2300,1400
30-05-2013,BENGALURU,1900,1400
30-05-2013,CHENNAI,2400,1400
30-05-2013,HYDERABAD,2400,1400
31-05-2013,DELHI,1580,1400
31-05-2013,AHMEDABAD,1650,1400
31-05-2013,MUMBAI,2300,1400
31-05-2013,BENGALURU,1900,1400
31-05-2013,CHENNAI,2400,1400
31-05-2013,HYDERABAD,2400,1400
03-06-2013,DELHI,1580,1400
03-06-2013,MUMBAI,2300,1400
03-06-2013,BENGALURU,1900,1400
03-06-2013,CHENNAI,2400,1400
03-06-2013,HYDERABAD,2400,1400
04-06-2013,DELHI,1580,1400
04-06-2013,AHMEDABAD,1650,1400
04-06-2013,MUMBAI,2300,1400
04-06-2013,BENGALURU,1900,1400
04-06-2013,CHENNAI,2400,1400
04-06-2013,HYDERABAD,2600,1400
05-06-2013,DELHI,1590,1400
05-06-2013,AHMEDABAD,1650,1400
05-06-2013,MUMBAI,2300,1400
05-06-2013,BENGALURU,1900,1400
05-06-2013,CHENNAI,2500,1400
05-06-2013,HYDERABAD,2600,1400
06-06-2013,DELHI,1590,1400
06-06-2013,AHMEDABAD,1650,1400
06-06-2013,MUMBAI,2300,1400
06-06-2013,BENGALURU,1900,1400
06-06-2013,CHENNAI,2500,1400
06-06-2013,HYDERABAD,2600,1400
07-06-2013,DELHI,1590,1400
07-06-2013,AHMEDABAD,1650,1400
07-06-2013,MUMBAI,2300,1400
07-06-2013,BENGALURU,1900,1400
07-06-2013,CHENNAI,2500,1400
07-06-2013,HYDERABAD,2600,1400
10-06-2013,DELHI,1590,1400
10-06-2013,AHMEDABAD,1650,1400
10-06-2013,MUMBAI,2300,1400
10-06-2013,BENGALURU,1900,1400
10-06-2013,CHENNAI,2500,1400
10-06-2013,HYDERABAD,2600,1400
11-06-2013,DELHI,1590,1400
11-06-2013,AHMEDABAD,1650,1400
11-06-2013,MUMBAI,2300,1400
11-06-2013,BENGALURU,2000,1400
11-06-2013,CHENNAI,2500,1400
11-06-2013,HYDERABAD,2600,1400
12-06-2013,DELHI,1590,1400
12-06-2013,AHMEDABAD,1650,1400
12-06-2013,MUMBAI,2300,1400
12-06-2013,BENGALURU,2000,1400
12-06-2013,CHENNAI,2500,1400
12-06-2013,HYDERABAD,2600,1400
13-06-2013,DELHI,1590,1400
13-06-2013,AHMEDABAD,1650,1400
13-06-2013,MUMBAI,2300,1400
13-06-2013,BENGALURU,2000,1400
13-06-2013,CHENNAI,2500,1400
13-06-2013,HYDERABAD,2600,1400
14-06-2013,DELHI,1600,1400
14-06-2013,AHMEDABAD,1650,1400
14-06-2013,MUMBAI,2300,1400
14-06-2013,BENGALURU,2000,1400
14-06-2013,CHENNAI,2500,1400
14-06-2013,HYDERABAD,2600,1400
17-06-2013,DELHI,1600,1400
17-06-2013,AHMEDABAD,1650,1400
17-06-2013,MUMBAI,2300,1400
17-06-2013,BENGALURU,2000,1400
17-06-2013,CHENNAI,2500,1400
17-06-2013,HYDERABAD,2600,1400
18-06-2013,DELHI,1600,1400
18-06-2013,AHMEDABAD,1650,1400
18-06-2013,MUMBAI,2350,1400
18-06-2013,BENGALURU,2000,1400
18-06-2013,CHENNAI,2500,1400
18-06-2013,HYDERABAD,2600,1400
19-06-2013,DELHI,1600,1400
19-06-2013,AHMEDABAD,1650,1400
19-06-2013,MUMBAI,2300,1400
19-06-2013,BENGALURU,2000,1400
19-06-2013,CHENNAI,2500,1400
19-06-2013,HYDERABAD,2600,1400
20-06-2013,DELHI,1600,1400
20-06-2013,AHMEDABAD,1650,1400
20-06-2013,MUMBAI,2300,1400
20-06-2013,BENGALURU,2000,1400
20-06-2013,CHENNAI,2500,1400
20-06-2013,HYDERABAD,2600,1400
21-06-2013,DELHI,1600,1400
21-06-2013,AHMEDABAD,1650,1400
21-06-2013,MUMBAI,2300,1400
21-06-2013,BENGALURU,2000,1400
21-06-2013,CHENNAI,2500,1400
21-06-2013,HYDERABAD,2600,1400
24-06-2013,DELHI,1600,1400
24-06-2013,AHMEDABAD,1650,1400
24-06-2013,MUMBAI,2300,1400
24-06-2013,BENGALURU,2000,1400
24-06-2013,CHENNAI,2500,1400
24-06-2013,HYDERABAD,2600,1400
25-06-2013,DELHI,1600,1400
25-06-2013,AHMEDABAD,1650,1400
25-06-2013,MUMBAI,2300,1400
25-06-2013,BENGALURU,2000,1400
25-06-2013,CHENNAI,2500,1400
25-06-2013,HYDERABAD,2600,1400
26-06-2013,DELHI,1600,1400
26-06-2013,AHMEDABAD,1650,1400
26-06-2013,MUMBAI,2300,1400
26-06-2013,BENGALURU,2000,1400
26-06-2013,CHENNAI,2500,1400
26-06-2013,HYDERABAD,2600,1400
27-06-2013,DELHI,1600,1400
27-06-2013,AHMEDABAD,1650,1400
27-06-2013,MUMBAI,2300,1400
27-06-2013,BENGALURU,2000,1400
27-06-2013,CHENNAI,2500,1400
27-06-2013,HYDERABAD,2600,1400
28-06-2013,DELHI,1610,1400
28-06-2013,AHMEDABAD,1650,1400
28-06-2013,MUMBAI,2300,1400
28-06-2013,BENGALURU,2000,1400
28-06-2013,CHENNAI,2500,1400
28-06-2013,HYDERABAD,2600,1400
01-07-2013,DELHI,1610,1400
01-07-2013,AHMEDABAD,1650,1400
01-07-2013,MUMBAI,2300,1400
01-07-2013,BENGALURU,2000,1400
01-07-2013,CHENNAI,2400,1400
01-07-2013,HYDERABAD,2600,1400
02-07-2013,DELHI,1610,1400
02-07-2013,AHMEDABAD,1650,1400
02-07-2013,MUMBAI,2300,1400
02-07-2013,CHENNAI,2400,1400
02-07-2013,HYDERABAD,2600,1400
03-07-2013,DELHI,1600,1400
03-07-2013,AHMEDABAD,1650,1400
03-07-2013,MUMBAI,2300,1400
03-07-2013,CHENNAI,2400,1400
03-07-2013,HYDERABAD,2600,1400
04-07-2013,DELHI,1600,1400
04-07-2013,AHMEDABAD,1650,1400
04-07-2013,MUMBAI,2300,1400
04-07-2013,BENGALURU,2000,1400
04-07-2013,CHENNAI,2400,1400
04-07-2013,HYDERABAD,2600,1400
05-07-2013,DELHI,1600,1400
05-07-2013,AHMEDABAD,1650,1400
05-07-2013,MUMBAI,2300,1400
05-07-2013,BENGALURU,2000,1400
05-07-2013,CHENNAI,2400,1400
05-07-2013,HYDERABAD,2600,1400
08-07-2013,DELHI,1600,1400
08-07-2013,AHMEDABAD,1650,1400
08-07-2013,MUMBAI,2300,1400
08-07-2013,BENGALURU,2000,1400
08-07-2013,CHENNAI,2400,1400
08-07-2013,HYDERABAD,2600,1400
09-07-2013,DELHI,1600,1400
09-07-2013,AHMEDABAD,1650,1400
09-07-2013,MUMBAI,2300,1400
09-07-2013,BENGALURU,2000,1400
09-07-2013,CHENNAI,2400,1400
09-07-2013,HYDERABAD,2600,1400
10-07-2013,DELHI,1590,1400
10-07-2013,AHMEDABAD,1650,1400
10-07-2013,MUMBAI,2300,1400
10-07-2013,BENGALURU,2000,1400
10-07-2013,CHENNAI,2400,1400
10-07-2013,HYDERABAD,2600,1400
11-07-2013,DELHI,1590,1400
11-07-2013,AHMEDABAD,1650,1400
11-07-2013,MUMBAI,2300,1400
11-07-2013,BENGALURU,2000,1400
11-07-2013,CHENNAI,2400,1400
11-07-2013,HYDERABAD,2600,1400
12-07-2013,DELHI,1590,1400
12-07-2013,MUMBAI,2300,1400
12-07-2013,BENGALURU,2000,1400
12-07-2013,CHENNAI,2400,1400
12-07-2013,HYDERABAD,2600,1400
15-07-2013,DELHI,1590,1400
15-07-2013,AHMEDABAD,1650,1400
15-07-2013,MUMBAI,2300,1400
15-07-2013,BENGALURU,2000,1400
15-07-2013,CHENNAI,2400,1400
15-07-2013,HYDERABAD,2600,1400
16-07-2013,DELHI,1590,1400
16-07-2013,AHMEDABAD,1650,1400
16-07-2013,MUMBAI,2300,1400
16-07-2013,BENGALURU,2100,1400
16-07-2013,CHENNAI,2400,1400
16-07-2013,HYDERABAD,2600,1400
17-07-2013,DELHI,1590,1400
17-07-2013,AHMEDABAD,1650,1400
17-07-2013,MUMBAI,2300,1400
